date,cover_rate
2021-02-01,1.07694099378882
2021-02-02,0.7588509316770187
2021-02-03,1.0638198757763975
2021-02-04,1.2993012422360248
2021-02-05,0.840527950310559
2021-02-06,0.5932453416149068
2021-02-07,7.650310559006211
2021-02-08,5.907763975155279
2021-02-09,2.4763198757763973
2021-02-10,1.0869565217391304
2021-02-11,5.752406832298137
2021-02-12,2.7520186335403727
2021-02-13,2.1954192546583853
2021-02-14,0.7563664596273292
2021-02-15,3.38027950310559
2021-02-16,1.5811335403726707
2021-02-17,6.821350931677019
2021-02-18,2.2680900621118014
2021-02-19,7.417158385093168
2021-02-20,7.128416149068323
2021-02-21,4.308695652173913
2021-02-22,3.1461180124223604
2021-02-23,1.4565217391304348
2021-02-24,1.6089285714285715
2021-02-25,1.1479037267080745
2021-02-26,1.512111801242236
2021-02-27,0.6996894409937888
2021-02-28,0.8118788819875776
2021-03-01,0.6846273291925465
2021-03-02,1.0241459627329192
2021-03-03,1.3388975155279503
2021-03-04,0.6835403726708075
2021-03-05,0.7414596273291926
2021-03-06,0.8251552795031056
2021-03-07,2.959083850931677
2021-03-08,2.135170807453416
2021-03-09,1.9409937888198758
2021-03-10,1.6573757763975154
2021-03-11,1.0760093167701863
2021-03-12,2.9834627329192545
2021-03-13,0.4274844720496894
2021-03-14,14.181521739130435
2021-03-15,4.280745341614907
2021-03-16,3.856521739130435
2021-03-17,3.698757763975155
2021-03-18,2.5040372670807454
2021-03-19,0.8159937888198758
2021-03-20,0.31894409937888196
2021-03-21,8.326397515527951
2021-03-22,4.2370341614906835
2021-03-23,3.3256211180124224
2021-03-24,1.1190993788819876
2021-03-25,3.3922360248447205
2021-03-26,3.899301242236025
2021-03-27,2.106055900621118
2021-03-28,2.68555900621118
2021-03-29,0.900776397515528
2021-03-30,2.4317546583850933
2021-03-31,0.7017080745341615
2021-04-01,0.8111024844720497
2021-04-02,1.8616459627329192
2021-04-03,2.535326086956522
2021-04-04,5.435481366459627
2021-04-05,3.90667701863354
2021-04-06,4.018478260869565
2021-04-07,0.9748447204968944
2021-04-08,2.2964285714285713
2021-04-09,0.9954192546583851
2021-04-10,2.625776397515528
2021-04-11,2.594409937888199
2021-04-12,1.2241459627329192
2021-04-13,3.7305900621118013
2021-04-14,2.2162267080745344
2021-04-15,2.3749223602484473
2021-04-16,0.6605590062111801
2021-04-17,2.6911490683229813
2021-04-18,1.7358695652173912
2021-04-19,2.5289596273291925
2021-04-20,1.8011645962732918
2021-04-21,0.5913819875776397
2021-04-22,0.22639751552795032
2021-04-23,4.2611801242236025
2021-04-24,3.426009316770186
2021-04-25,1.5767857142857142
2021-04-26,3.0197981366459627
2021-04-27,1.7416149068322981
2021-04-28,2.5701863354037267
2021-04-29,2.4118012422360247
2021-04-30,2.896583850931677
2021-05-01,3.213586956521739
2021-05-02,3.2125
2021-05-03,2.753260869565217
2021-05-04,1.5004658385093168
2021-05-05,2.2870341614906833
2021-05-06,4.2668478260869565
2021-05-07,3.7107919254658386
2021-05-08,3.4896739130434784
2021-05-09,2.5471273291925467
2021-05-10,4.973913043478261
2021-05-11,5.0062111801242235
2021-05-12,3.297049689440994
2021-05-13,2.252173913043478
2021-05-14,2.993944099378882
2021-05-15,5.626086956521739
2021-05-16,2.539751552795031
2021-05-17,3.3327639751552796
2021-05-18,0.30380434782608695
2021-05-19,0.9131987577639752
2021-05-20,0.19006211180124225
2021-05-21,0.7600155279503106
2021-05-22,2.559860248447205
2021-05-23,1.7113354037267081
2021-05-24,0.9327639751552795
2021-05-25,0.07973602484472049
2021-05-26,1.0944099378881988
2021-05-27,0.06024844720496894
2021-05-28,2.590139751552795
2021-05-29,2.416614906832298
2021-05-30,3.9285714285714284
2021-05-31,2.5732919254658384
2021-06-01,1.2091614906832298
2021-06-02,1.8596273291925465
2021-06-03,1.4466614906832298
2021-06-04,1.383695652173913
2021-06-05,1.3622670807453416
2021-06-06,1.3010869565217391
2021-06-07,2.6993012422360247
2021-06-08,1.4956521739130435
2021-06-09,2.2350155279503108
2021-06-10,0.6038043478260869
2021-06-11,0.923835403726708
2021-06-12,1.6663819875776398
2021-06-13,0.9006211180124224
2021-06-14,1.4156832298136646
2021-06-15,1.0874223602484472
2021-06-16,0.5006211180124224
2021-06-17,0.6075310559006211
2021-06-18,1.4046583850931678
2021-06-19,0.8407608695652173
2021-06-20,1.2270962732919255
2021-06-21,2.1330745341614907
2021-06-22,0.6781055900621118
2021-06-23,1.1766304347826086
2021-06-24,0.6277173913043478
2021-06-25,1.1753105590062112
2021-06-26,0.41281055900621116
2021-06-27,0.5671583850931677
2021-06-28,1.453027950310559
2021-06-29,0.3644409937888199
2021-06-30,0.25846273291925465
2021-07-01,0.3456521739130435
2021-07-02,0.25846273291925465
2021-07-03,0.10830745341614907
2021-07-04,0.9319099378881988
2021-07-05,1.615916149068323
2021-07-06,0.4263198757763975
2021-07-07,0.6697204968944099
2021-07-08,0.5809782608695652
2021-07-09,2.333307453416149
2021-07-10,0.42903726708074535
2021-07-11,1.112422360248447
2021-07-12,1.8441770186335404
2021-07-13,0.5201086956521739
2021-07-14,1.8059782608695651
2021-07-15,1.1174689440993788
2021-07-16,2.403649068322981
2021-07-17,1.004192546583851
2021-07-18,3.312111801242236
2021-07-19,1.6320652173913044
2021-07-20,1.9486024844720498
2021-07-21,0.45986024844720497
2021-07-22,0.49736024844720494
2021-07-23,1.6149844720496895
2021-07-24,0.5519409937888199
2021-07-25,1.2054347826086957
2021-07-26,0.20597826086956522
2021-07-27,0.45527950310559007
2021-07-28,0.09580745341614907
2021-07-29,0.7993012422360248
2021-07-30,0.9590062111801242
2021-07-31,0.8142080745341614
2021-08-01,2.817080745341615
2021-08-02,0.9982142857142857
2021-08-03,1.226863354037267
2021-08-04,0.28866459627329194
2021-08-05,1.1361024844720498
2021-08-06,1.4809782608695652
2021-08-07,1.1003105590062112
2021-08-08,2.1038819875776396
2021-08-09,0.573835403726708
2021-08-10,1.5863354037267081
2021-08-11,0.4718167701863354
2021-08-12,1.220496894409938
2021-08-13,0.7215062111801243
2021-08-14,1.5324534161490684
2021-08-15,1.8767080745341616
2021-08-16,0.7111024844720497
2021-08-17,2.0013198757763977
2021-08-18,1.0027950310559006
2021-08-19,0.5404503105590062
2021-08-20,0.5350931677018633
2021-08-21,1.2038819875776396
2021-08-22,0.5017080745341614
2021-08-23,1.5671583850931676
2021-08-24,3.380357142857143
2021-08-25,1.1302018633540372
2021-08-26,0.4566770186335404
2021-08-27,1.0233695652173913
2021-08-28,1.0795807453416149
2021-08-29,0.848136645962733
2021-08-30,2.677639751552795
2021-08-31,1.8592391304347826
2021-09-01,2.683385093167702
2021-09-02,0.9374223602484472
2021-09-03,1.76444099378882
2021-09-04,1.4267857142857143
2021-09-05,0.9262422360248447
2021-09-06,1.408307453416149
2021-09-07,1.186335403726708
2021-09-08,2.458773291925466
2021-09-09,3.575
2021-09-10,1.4369565217391305
2021-09-11,2.6104037267080744
2021-09-12,0.7854813664596273
2021-09-13,1.2493012422360248
2021-09-14,0.13641304347826086
2021-09-15,0.5595496894409938
2021-09-16,1.522670807453416
2021-09-17,0.5572981366459627
2021-09-18,8.008540372670808
2021-09-19,2.767391304347826
2021-09-20,2.4336956521739133
2021-09-21,0.9972826086956522
2021-09-22,0.9691770186335403
2021-09-23,0.572748447204969
2021-09-24,1.177639751552795
2021-09-25,1.3706521739130435
2021-09-26,1.7416925465838509
2021-09-27,6.734083850931677
2021-09-28,2.529270186335404
2021-09-29,2.4636645962732917
2021-09-30,0.746583850931677
2021-10-01,0.8229813664596274
2021-10-02,0.30520186335403726
2021-10-03,0.5000776397515528
2021-10-04,1.531055900621118
2021-10-05,0.8712732919254659
2021-10-06,1.2756987577639751
2021-10-07,0.7635093167701863
2021-10-08,1.355357142857143
2021-10-09,0.8773291925465838
2021-10-10,1.0767080745341615
2021-10-11,0.9761645962732919
2021-10-12,0.8062888198757764
2021-10-13,0.8322204968944099
2021-10-14,0.588276397515528
2021-10-15,0.9377329192546584
2021-10-16,0.5017080745341614
2021-10-17,1.4114130434782608
2021-10-18,0.30372670807453417
2021-10-19,1.4896739130434782
2021-10-20,0.36964285714285716
2021-10-21,4.957531055900621
2021-10-22,4.756444099378882
2021-10-23,3.2885093167701864
2021-10-24,3.3347049689440995
2021-10-25,1.7922360248447204
2021-10-26,2.963975155279503
2021-10-27,2.739751552795031
2021-10-28,3.015217391304348
2021-10-29,3.3607919254658385
2021-10-30,2.603416149068323
2021-10-31,2.7145962732919253
2021-11-01,2.196195652173913
2021-11-02,2.865217391304348
2021-11-03,2.970729813664596
2021-11-04,2.55861801242236
2021-11-05,2.504580745341615
2021-11-06,2.348447204968944
2021-11-07,2.809704968944099
2021-11-08,2.0376552795031055
2021-11-09,2.5684782608695653
2021-11-10,1.6369565217391304
2021-11-11,1.7960403726708074
2021-11-12,2.498835403726708
2021-11-13,1.9691770186335404
2021-11-14,2.3256211180124224
2021-11-15,1.651475155279503
2021-11-16,2.148447204968944
2021-11-17,1.3707298136645962
2021-11-18,1.9115683229813665
2021-11-19,1.5610248447204969
2021-11-20,1.8241459627329193
2021-11-21,4.153493788819876
2021-11-22,1.8585403726708074
2021-11-23,2.116770186335404
2021-11-24,1.3596273291925465
2021-11-25,1.3552018633540373
2021-11-26,0.9427018633540373
2021-11-27,1.6665372670807452
2021-11-28,1.8706521739130435
2021-11-29,1.4870341614906832
2021-11-30,1.5157608695652174
2021-12-01,1.2202639751552795
2021-12-02,1.579192546583851
2021-12-03,0.8266304347826087
2021-12-04,4.566847826086956
2021-12-05,3.176242236024845
2021-12-06,2.457453416149068
2021-12-07,2.0013198757763977
2021-12-08,1.7562888198757765
2021-12-09,1.9750776397515528
2021-12-10,1.1790372670807454
2021-12-11,1.598524844720497
2021-12-12,1.2621894409937888
2021-12-13,1.4570652173913043
2021-12-14,1.4009316770186335
2021-12-15,1.1274068322981365
2021-12-16,1.5225155279503106
2021-12-17,0.9363354037267081
2021-12-18,1.2651397515527951
2021-12-19,0.6289596273291925
2021-12-20,1.0789596273291926
2021-12-21,1.2173913043478262
2021-12-22,3.6559782608695652
2021-12-23,6.35722049689441
2021-12-24,2.557919254658385
2021-12-25,3.874767080745342
2021-12-26,2.61777950310559
2021-12-27,2.926009316770186
2021-12-28,1.2951863354037267
2021-12-29,2.0109472049689443
2021-12-30,3.248835403726708
2021-12-31,10.5652950310559
2022-01-01,3.605745341614907
2022-01-02,6.827639751552795
2022-01-03,0.7961180124223602
2022-01-04,6.314208074534162
2022-01-05,5.1415372670807455
2022-01-06,3.598913043478261
2022-01-07,3.3496894409937887
2022-01-08,5.0335403726708075
2022-01-09,4.145186335403727
2022-01-10,3.4569875776397514
2022-01-11,3.073757763975155
2022-01-12,2.713742236024845
2022-01-13,3.511723602484472
2022-01-14,4.560481366459627
2022-01-15,4.355434782608696
2022-01-16,4.209394409937889
2022-01-17,4.234006211180124
2022-01-18,3.543245341614907
2022-01-19,10.679503105590062
2022-01-20,1.5819099378881987
2022-01-21,9.250077639751552
2022-01-22,5.271894409937889
2022-01-23,4.3805124223602485
2022-01-24,3.974844720496894
2022-01-25,2.605046583850932
2022-01-26,2.9879658385093166
2022-01-27,3.6748447204968944
2022-01-28,5.661257763975155
2022-01-29,3.9100155279503106
2022-01-30,4.599145962732919
2022-01-31,2.355046583850932
